"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"40151","3","10","71","0","2019","A","",28,714,28065876,2318620,23176,756,39299,"",5.14,2.16,1.96,3.80,13.19,0.91,0.91,"",0,0.0,11,1.6,1480107,5.6,75128,3.3,751,3.3,29,4.0,1495,4.0
"40151","5","10","71","0","2019","A","",277,2275,117900240,38104335,313100,997,51836,"",0.88,0.77,0.83,0.86,0.93,1.08,1.08,"",-8,-2.8,27,1.2,13673496,13.1,-56633,-0.1,-5312,-1.7,105,11.8,5474,11.8
"40153","0","10","70","0","2019","A","",827,8624,424244963,144294211,1449092,946,49196,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.6,-177,-2.0,-11918614,-2.7,-2933288,-2.0,-257970,-15.1,-7,-0.7,-360,-0.7
"40153","1","10","71","0","2019","A","",13,86,5148820,0,0,1149,59754,"",2.66,0.52,0.45,0.00,0.00,0.85,0.85,"",2,18.2,3,3.6,117961,2.3,0,0.0,0,0.0,-13,-1.1,-677,-1.1
"40153","2","10","71","0","2019","A","",15,390,16548435,513635,1711,815,42396,"",2.65,1.44,1.17,0.61,1.25,0.81,0.81,"",0,0.0,8,2.1,896978,5.7,-101504,-16.5,-276,-13.9,26,3.3,1379,3.4
"40153","3","10","71","0","2019","A","",47,968,35256980,7034178,34815,701,36429,"",3.40,1.17,0.96,3.59,4.64,0.83,0.83,"",0,0.0,14,1.5,2736343,8.4,51227,0.7,166,0.5,46,7.0,2352,6.9
"40153","5","10","71","0","2019","A","",752,7179,367290728,136746398,1412566,984,51161,"",0.94,0.98,1.01,0.97,0.98,1.04,1.04,"",-6,-0.8,-203,-2.7,-15669896,-4.1,-2883011,-2.1,-257860,-15.4,-14,-1.4,-715,-1.4
"40999","0","10","70","0","2019","A","",3961,21342,1469456831,490738036,6925324,1324,68854,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-231,-5.5,-2852,-11.8,-136530497,-8.5,-69722930,-12.4,-2046481,-22.8,47,3.7,2474,3.7
"40999","1","10","71","0","2019","A","",45,202,12638531,0,0,1206,62696,"",1.92,0.50,0.32,0.00,0.00,0.64,0.64,"",3,7.1,15,8.0,1112553,9.7,0,0.0,0,0.0,21,1.8,1060,1.7
"40999","3","10","71","0","2019","A","N",3,0,0,0,0,0,0,"N",0.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"40999","5","10","71","0","2019","A","N",3913,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,"N",-233,-5.6,0,0,0,0,0,0,0,0,0,0,0,0
"41000","0","10","50","0","2019","A","",158282,1953467,107486136442,49154119370,951900758,1058,55023,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3761,2.4,32663,1.7,5581094137,5.5,2614308445,5.6,47718395,5.3,38,3.7,1970,3.7
"41000","1","10","51","0","2019","A","",863,28490,2200437742,0,0,1485,77237,"",0.92,0.76,0.75,0.00,0.00,0.99,0.99,"",5,0.6,393,1.4,4637827,0.2,0,0.0,0,0.0,-18,-1.2,-914,-1.2
"41000","2","10","51","0","2019","A","",909,40971,2798909794,0,0,1314,68314,"",0.84,0.67,0.78,0.00,0.00,1.17,1.17,"",1,0.1,1476,3.7,244717946,9.6,0,0.0,0,0.0,70,5.6,3643,5.6
"41000","3","10","51","0","2019","A","",3619,206359,11905443110,381338744,4960896,1109,57693,"",1.37,1.10,1.28,0.57,1.01,1.17,1.17,"",31,0.9,1470,0.7,589461978,5.2,18470959,5.1,248314,5.3,47,4.4,2463,4.5
"41000","5","10","51","0","2019","A","",152892,1677647,90581345796,48772780626,946939862,1038,53993,"",1.00,1.01,0.99,1.01,1.00,0.98,0.98,"",3724,2.5,29324,1.8,4742276386,5.5,2595837486,5.6,47470081,5.3,37,3.7,1916,3.7
"41000","8","10","96","0","2019","A","",5391,275820,16904790646,381338744,4960896,1179,61289,"",1.16,0.96,1.07,0.40,0.85,1.11,1.11,"",37,0.7,3339,1.2,838817751,5.2,18470959,5.1,248314,5.3,45,4.0,2327,3.9
"41001","0","10","70","0","2019","A","",702,5645,212576569,106607962,1807790,724,37658,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.6,101,1.8,8679044,4.3,5315773,5.2,19560,1.1,17,2.4,881,2.4
"41001","1","10","71","0","2019","A","",15,194,12298112,0,0,1218,63338,"",3.62,1.80,2.13,0.00,0.00,1.18,1.18,"",0,0.0,-7,-3.5,-629165,-4.9,0,0.0,0,0.0,-17,-1.4,-870,-1.4
"41001","2","10","71","0","2019","A","",18,209,13822776,0,0,1274,66270,"",3.75,1.18,1.94,0.00,0.00,1.66,1.66,"",0,0.0,2,1.0,1121117,8.8,0,0.0,0,0.0,92,7.8,4810,7.8
"41001","3","10","71","0","2019","A","",46,719,26960504,601222,6715,721,37506,"",3.92,1.32,1.47,0.42,0.72,1.11,1.11,"",0,0.0,7,1.0,1478510,5.8,6918,1.2,382,6.0,33,4.8,1733,4.8
"41001","5","10","71","0","2019","A","",624,4523,159495177,106006740,1801075,678,35261,"",0.92,0.94,0.88,1.01,1.00,0.94,0.94,"",4,0.6,99,2.2,6708582,4.4,5308855,5.3,19178,1.1,14,2.1,724,2.1
"41003","0","10","70","0","2019","A","",2847,38210,2039024152,692299247,12130970,1026,53364,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",80,2.9,138,0.4,52143012,2.6,26609072,4.0,271936,2.3,22,2.2,1177,2.3
"41003","1","10","71","0","2019","A","",16,478,37614928,0,0,1513,78665,"",0.95,0.66,0.68,0.00,0.00,1.04,1.04,"",0,0.0,2,0.4,-847027,-2.2,0,0.0,0,0.0,-41,-2.6,-2123,-2.6
"41003","2","10","71","0","2019","A","",14,289,16313848,0,0,1086,56482,"",0.72,0.24,0.24,0.00,0.00,1.00,1.00,"",0,0.0,73,33.8,4062277,33.2,0,0.0,0,0.0,-7,-0.6,-370,-0.7
"41003","3","10","71","0","2019","A","",78,8721,567988402,524243,13585,1252,65129,"",1.64,2.37,3.23,0.06,0.22,1.36,1.36,"",0,0.0,-103,-1.2,16640879,3.0,43983,9.2,440,3.3,50,4.2,2649,4.2
"41003","5","10","71","0","2019","A","",2739,28722,1417106974,691775004,12117385,949,49339,"",0.99,0.88,0.81,1.02,1.01,0.93,0.92,"",80,3.0,166,0.6,32286883,2.3,26565089,4.0,271496,2.3,16,1.7,845,1.7
"41005","0","10","70","0","2019","A","",15451,169433,9285303483,4704613044,88373057,1054,54802,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",237,1.6,3356,2.0,444004032,5.0,255070146,5.7,4248449,5.1,30,2.9,1566,2.9
"41005","1","10","71","0","2019","A","",52,1137,76866226,0,0,1300,67609,"",0.57,0.35,0.30,0.00,0.00,0.87,0.87,"",2,4.0,115,11.3,4922592,6.8,0,0.0,0,0.0,-54,-4.0,-2780,-3.9
"41005","2","10","71","0","2019","A","",31,1325,75308793,0,0,1093,56819,"",0.29,0.25,0.24,0.00,0.00,0.98,0.98,"",0,0.0,28,2.2,5735460,8.2,0,0.0,0,0.0,62,6.0,3194,6.0
"41005","3","10","71","0","2019","A","",233,14047,771790443,9821164,130635,1057,54945,"",0.90,0.86,0.96,0.15,0.29,1.12,1.12,"",5,2.2,342,2.5,49965188,6.9,880972,9.9,6230,5.0,44,4.3,2277,4.3
"41005","5","10","71","0","2019","A","",15136,152924,8361338021,4694791880,88242422,1051,54676,"",1.01,1.06,1.06,1.02,1.00,1.00,1.00,"",231,1.5,2872,1.9,383380792,4.8,254189174,5.7,4242219,5.1,29,2.8,1508,2.8
"41007","0","10","70","0","2019","A","",1752,19159,749203361,418248822,7687310,752,39104,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,0.9,351,1.9,36800464,5.2,24166382,6.1,270816,3.7,24,3.3,1227,3.2
"41007","1","10","71","0","2019","A","",16,197,12189293,0,0,1188,61796,"",1.55,0.54,0.60,0.00,0.00,1.11,1.11,"",1,6.7,-6,-3.0,-601249,-4.7,0,0.0,0,0.0,-22,-1.8,-1134,-1.8
"41007","2","10","71","0","2019","A","",24,332,19376021,0,0,1121,58288,"",2.00,0.55,0.77,0.00,0.00,1.41,1.40,"",1,4.3,23,7.4,2217766,12.9,0,0.0,0,0.0,52,4.9,2715,4.9
"41007","3","10","71","0","2019","A","",47,2100,92431203,3907124,59803,846,44015,"",1.61,1.14,1.43,0.69,1.50,1.26,1.25,"",-2,-4.1,-77,-3.5,2883550,3.2,118616,3.1,5704,10.5,55,7.0,2881,7.0
"41007","5","10","71","0","2019","A","",1666,16529,625206844,414341698,7627507,727,37824,"",0.98,1.01,0.98,1.01,1.00,0.97,0.97,"",16,1.0,410,2.5,32300397,5.4,24047766,6.2,265112,3.6,20,2.8,1041,2.8
"41009","0","10","70","0","2019","A","",1339,11778,479711282,257305381,4793909,783,40731,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,2.2,143,1.2,17737574,3.8,10655650,4.3,185992,4.0,19,2.5,1025,2.6
"41009","1","10","71","0","2019","A","",8,72,3925686,0,0,1045,54335,"",1.01,0.32,0.30,0.00,0.00,0.94,0.94,"",1,14.3,2,2.9,116111,3.0,0,0.0,0,0.0,-3,-0.3,-152,-0.3
"41009","2","10","71","0","2019","A","",8,161,9144324,0,0,1091,56709,"",0.87,0.43,0.57,0.00,0.00,1.31,1.31,"",-1,-11.1,0,0.0,522413,6.1,0,0.0,0,0.0,62,6.0,3184,5.9
"41009","3","10","71","0","2019","A","",54,1798,88905791,1724707,22906,951,49449,"",2.41,1.59,2.15,0.49,0.92,1.35,1.35,"",0,0.0,49,2.8,4357839,5.2,-43301,-2.4,1339,6.2,21,2.3,1104,2.3
"41009","5","10","71","0","2019","A","",1269,9746,377735481,255580674,4771003,745,38757,"",0.98,0.97,0.92,1.01,1.00,0.95,0.95,"",29,2.3,91,0.9,12741211,3.5,10698951,4.4,184653,4.0,18,2.5,953,2.5
"41011","0","10","70","0","2019","A","",2017,23378,956088516,490272284,10245075,786,40896,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",53,2.7,287,1.2,43020540,4.7,21083038,4.5,212703,2.1,26,3.4,1354,3.4
"41011","1","10","71","0","2019","A","",24,306,20061264,0,0,1259,65471,"",2.01,0.69,0.77,0.00,0.00,1.13,1.12,"",-2,-7.7,-7,-2.2,-915397,-4.4,0,0.0,0,0.0,-30,-2.3,-1583,-2.4
"41011","2","10","71","0","2019","A","",25,552,32848213,0,0,1145,59535,"",1.81,0.75,1.03,0.00,0.00,1.37,1.37,"",0,0.0,93,20.3,6099552,22.8,0,0.0,0,0.0,24,2.1,1227,2.1
"41011","3","10","71","0","2019","A","",89,4722,243831006,14145801,232294,993,51642,"",2.64,2.10,2.95,2.13,4.38,1.41,1.41,"",1,1.1,50,1.1,13412727,5.8,1048990,8.0,15299,7.1,45,4.7,2321,4.7
"41011","5","10","71","0","2019","A","",1879,17799,659348033,476126483,10012781,712,37045,"",0.96,0.89,0.81,0.99,0.98,0.91,0.91,"",54,3.0,152,0.9,24423658,3.8,20034048,4.4,197404,2.0,20,2.9,1067,3.0
"41013","0","10","70","0","2019","A","",714,6160,285554293,133825383,2544799,892,46360,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,4.1,267,4.5,16471787,6.1,12241374,10.1,105574,4.3,14,1.6,700,1.5
"41013","1","10","71","0","2019","A","",7,279,18971134,0,0,1309,68058,"",1.66,2.38,2.45,0.00,0.00,1.03,1.03,"",1,16.7,0,0.0,-1197590,-5.9,0,0.0,0,0.0,-82,-5.9,-4296,-5.9
"41013","2","10","71","0","2019","A","",15,161,9696906,0,0,1157,60167,"",3.07,0.83,1.02,0.00,0.00,1.22,1.22,"",0,0.0,31,23.8,2010637,26.2,0,0.0,0,0.0,20,1.8,1042,1.8
"41013","3","10","71","0","2019","A","",23,786,38226468,1988944,22478,936,48660,"",1.93,1.33,1.55,1.09,1.71,1.17,1.17,"",0,0.0,25,3.3,3363753,9.6,247369,14.2,-2160,-8.8,54,6.1,2818,6.1
"41013","5","10","71","0","2019","A","",670,4934,218659785,131836439,2522321,852,44317,"",0.97,0.94,0.90,1.00,1.00,0.96,0.96,"",28,4.4,210,4.4,12294987,6.0,11994005,10.0,107734,4.5,12,1.4,632,1.4
"41015","0","10","70","0","2019","A","",852,6680,244891311,141203576,2851245,705,36661,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",15,1.8,104,1.6,10129088,4.3,7863479,5.9,116861,4.3,18,2.6,959,2.7
"41015","1","10","71","0","2019","A","",11,97,5614704,0,0,1116,58033,"",2.19,0.76,0.84,0.00,0.00,1.11,1.11,"",1,10.0,6,6.6,-149360,-2.6,0,0.0,0,0.0,-109,-8.9,-5658,-8.9
"41015","2","10","71","0","2019","A","",12,113,6218859,0,0,1056,54913,"",2.06,0.54,0.76,0.00,0.00,1.41,1.41,"",0,0.0,1,0.9,452422,7.8,0,0.0,0,0.0,69,7.0,3580,7.0
"41015","3","10","71","0","2019","A","",40,1022,53453508,4480226,114819,1006,52299,"",2.81,1.59,2.53,2.34,7.77,1.59,1.59,"",0,0.0,-16,-1.5,2362342,4.6,490288,12.3,20100,21.2,60,6.3,3086,6.3
"41015","5","10","71","0","2019","A","",790,5448,179604240,136723350,2736426,634,32968,"",0.96,0.96,0.86,0.99,0.97,0.90,0.90,"",15,1.9,113,2.1,7463684,4.3,7373191,5.7,96761,3.7,13,2.1,699,2.2
"41017","0","10","70","0","2019","A","",9104,85372,4063355887,2157612560,41677109,915,47596,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",311,3.5,2183,2.6,272347958,7.2,134372510,6.6,2873137,7.4,39,4.5,2025,4.4
"41017","1","10","71","0","2019","A","",34,967,68620595,0,0,1364,70932,"",0.63,0.59,0.62,0.00,0.00,1.05,1.05,"",0,0.0,21,2.2,-610448,-0.9,0,0.0,0,0.0,-44,-3.1,-2283,-3.1
"41017","2","10","71","0","2019","A","",39,904,58448658,0,0,1243,64644,"",0.63,0.34,0.43,0.00,0.00,1.28,1.28,"",1,2.6,35,4.0,5624155,10.6,0,0.0,0,0.0,74,6.3,3862,6.4
"41017","3","10","71","0","2019","A","",157,7504,397313792,8084380,159758,1018,52944,"",1.03,0.91,1.13,0.28,0.74,1.24,1.24,"",3,1.9,108,1.5,20036777,5.3,392616,5.1,5018,3.2,37,3.8,1935,3.8
"41017","5","10","71","0","2019","A","",8874,75996,3538972842,2149528180,41517351,896,46568,"",1.00,1.04,1.02,1.02,1.00,0.98,0.98,"",306,3.6,2018,2.7,247297474,7.5,133979894,6.6,2868119,7.4,40,4.7,2073,4.7
"41019","0","10","70","0","2019","A","",3359,38931,1629306099,824755614,17324718,805,41851,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",117,3.6,409,1.1,59721954,3.8,32728388,4.1,368631,2.2,21,2.7,1106,2.7
"41019","1","10","71","0","2019","A","",41,1525,110651748,0,0,1396,72578,"",2.07,2.05,2.50,0.00,0.00,1.22,1.22,"",2,5.1,73,5.0,2806070,2.6,0,0.0,0,0.0,-33,-2.3,-1709,-2.3
"41019","2","10","71","0","2019","A","",24,753,46475485,0,0,1187,61707,"",1.04,0.61,0.85,0.00,0.00,1.39,1.39,"",-1,-4.0,77,11.4,5819360,14.3,0,0.0,0,0.0,30,2.6,1543,2.6
"41019","3","10","71","0","2019","A","",124,5167,222796942,6545742,109497,829,43120,"",2.21,1.38,1.58,0.58,1.22,1.15,1.15,"",0,0.0,37,0.7,10616867,5.0,273793,4.4,16398,17.6,34,4.3,1761,4.3
"41019","5","10","71","0","2019","A","",3170,31486,1249381924,818209872,17215221,763,39680,"",0.97,0.95,0.90,1.01,1.00,0.95,0.95,"",116,3.8,222,0.7,40479657,3.3,32454595,4.1,352233,2.1,19,2.6,1013,2.6
"41021","0","10","70","0","2019","A","",126,938,44358323,26585688,486798,910,47295,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,5.9,123,15.1,9534882,27.4,7333620,38.1,169777,53.6,88,10.7,4549,10.6
"41021","1","10","71","0","2019","A","",6,12,582494,0,0,902,46912,"",8.06,0.67,0.48,0.00,0.00,0.70,0.70,"",1,20.0,-1,-7.7,-36010,-5.8,0,0.0,0,0.0,-43,-4.6,-2241,-4.6
"41021","2","10","71","0","2019","A","N",2,0,0,0,0,0,0,"N",2.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"41021","3","10","71","0","2019","A","N",18,0,0,0,0,0,0,"N",8.55,0,0,0,0,0,0,"N",1,5.9,0,0,0,0,0,0,0,0,0,0,0,0
"41021","5","10","71","0","2019","A","",101,702,35678828,25696882,475399,977,50806,"",0.83,0.88,0.94,0.99,0.98,1.07,1.07,"",6,6.3,128,22.3,9099411,34.2,7299235,39.7,166700,54.0,86,9.7,4460,9.6
"41023","0","10","70","0","2019","A","",328,2546,101206663,50606510,1088620,764,39746,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,64,2.6,2797435,2.8,2600462,5.4,39138,3.7,2,0.3,99,0.2
"41023","1","10","71","0","2019","A","",15,276,16439469,0,0,1145,59563,"",7.74,5.69,5.98,0.00,0.00,1.05,1.05,"",1,7.1,8,3.0,-157873,-1.0,0,0.0,0,0.0,-46,-3.9,-2348,-3.8
"41023","2","10","71","0","2019","A","",14,132,7474434,0,0,1088,56553,"",6.24,1.65,2.21,0.00,0.00,1.34,1.34,"",0,0.0,-3,-2.2,237734,3.3,0,0.0,0,0.0,60,5.8,3080,5.8
"41023","3","10","71","0","2019","A","",40,619,26625077,9050708,201285,828,43036,"",7.30,2.53,3.05,13.18,35.70,1.21,1.21,"",-1,-2.4,6,1.0,380022,1.4,335140,3.8,13032,6.9,4,0.5,204,0.5
"41023","5","10","71","0","2019","A","",260,1520,50667683,41555802,887335,641,33345,"",0.82,0.70,0.59,0.84,0.82,0.84,0.84,"",1,0.4,54,3.7,2337552,4.8,2265322,5.8,26106,3.0,7,1.1,378,1.1
"41025","0","10","70","0","2019","A","",322,2546,96936045,38073488,754273,732,38076,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.2,82,3.3,5579416,6.1,2279217,6.4,36823,5.1,19,2.7,997,2.7
"41025","1","10","71","0","2019","A","",14,233,15277293,0,0,1262,65638,"",7.36,4.80,5.80,0.00,0.00,1.21,1.21,"",1,7.7,4,1.7,125083,0.8,0,0.0,0,0.0,-13,-1.0,-649,-1.0
"41025","2","10","71","0","2019","A","",8,105,6350600,0,0,1164,60530,"",3.63,1.31,1.96,0.00,0.00,1.50,1.50,"",0,0.0,5,5.0,565643,9.8,0,0.0,0,0.0,51,4.6,2632,4.5
"41025","3","10","71","0","2019","A","",31,674,30088557,2718314,66256,859,44664,"",5.76,2.75,3.59,5.26,16.96,1.31,1.31,"",0,0.0,8,1.2,2230092,8.0,-662,0.0,-2902,-4.2,54,6.7,2824,6.7
"41025","5","10","71","0","2019","A","",269,1535,45219595,35355174,688017,567,29469,"",0.86,0.71,0.55,0.95,0.92,0.78,0.77,"",6,2.3,65,4.4,2658598,6.2,2279879,6.9,39725,6.1,10,1.8,506,1.7
"41027","0","10","70","0","2019","A","",1382,14391,586413991,348855818,6561419,784,40747,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.1,144,1.0,12520044,2.2,16614190,5.0,287850,4.6,9,1.2,465,1.2
"41027","1","10","71","0","2019","A","",9,122,7511316,0,0,1187,61737,"",1.10,0.44,0.47,0.00,0.00,1.06,1.06,"",0,0.0,6,5.2,36181,0.5,0,0.0,0,0.0,-57,-4.6,-2936,-4.5
"41027","2","10","71","0","2019","A","",8,87,4813245,0,0,1070,55644,"",0.85,0.19,0.25,0.00,0.00,1.29,1.29,"",-1,-11.1,1,1.2,190580,4.1,0,0.0,0,0.0,33,3.2,1735,3.2
"41027","3","10","71","0","2019","A","",37,1075,54797004,2696163,32829,981,50994,"",1.60,0.78,1.08,0.57,0.97,1.40,1.40,"",1,2.8,8,0.7,3416646,6.6,83549,3.2,2093,6.8,55,5.9,2821,5.9
"41027","5","10","71","0","2019","A","",1329,13109,519292426,346159655,6528590,762,39614,"",0.99,1.07,1.04,1.01,1.00,0.97,0.97,"",3,0.2,130,1.0,8876637,1.7,16530641,5.0,285757,4.6,6,0.8,287,0.7
"41029","0","10","70","0","2019","A","",7772,90372,4008515235,2125356447,41113342,853,44356,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",169,2.2,619,0.7,214901354,5.7,89999284,4.4,968672,2.4,40,4.9,2089,4.9
"41029","1","10","71","0","2019","A","",45,1808,128159563,0,0,1363,70891,"",0.98,1.05,1.18,0.00,0.00,1.12,1.12,"",0,0.0,43,2.4,2474479,2.0,0,0.0,0,0.0,-6,-0.4,-319,-0.4
"41029","2","10","71","0","2019","A","",35,1023,61542946,0,0,1157,60189,"",0.66,0.36,0.46,0.00,0.00,1.28,1.28,"",1,2.9,59,6.1,5747435,10.3,0,0.0,0,0.0,43,3.9,2285,3.9
"41029","3","10","71","0","2019","A","",158,7637,387672817,85881402,427258,976,50760,"",1.22,0.88,1.12,2.98,2.01,1.28,1.28,"",1,0.6,118,1.6,16762269,4.5,3833131,4.7,49499,13.1,27,2.8,1429,2.9
"41029","5","10","71","0","2019","A","",7534,79904,3431139909,2039475045,40686084,826,42941,"",1.00,1.04,1.00,0.98,1.00,0.97,0.97,"",167,2.3,398,0.5,189917171,5.9,86166153,4.4,919173,2.3,42,5.4,2174,5.3
"41031","0","10","70","0","2019","A","",611,6942,280705293,134629520,2478809,778,40439,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,1.7,3,0.0,4410466,1.6,2995316,2.3,-67401,-2.6,12,1.6,619,1.6
"41031","1","10","71","0","2019","A","",10,120,7881151,0,0,1267,65859,"",2.77,0.91,1.03,0.00,0.00,1.14,1.14,"",1,11.1,-6,-4.8,-3711,0.0,0,0.0,0,0.0,64,5.3,3322,5.3
"41031","2","10","71","0","2019","A","",10,302,21186974,0,0,1348,70117,"",2.39,1.38,2.26,0.00,0.00,1.63,1.63,"",0,0.0,8,2.7,1465220,7.4,0,0.0,0,0.0,59,4.6,3074,4.6
"41031","3","10","71","0","2019","A","",41,1867,78423125,10964578,191401,808,42014,"",4.02,2.79,3.24,6.00,14.91,1.16,1.16,"",1,2.5,-16,-0.8,1631061,2.1,791178,7.8,11046,6.1,24,3.1,1230,3.0
"41031","5","10","71","0","2019","A","",550,4653,173214043,123664942,2287408,716,37226,"",0.93,0.79,0.72,0.94,0.93,0.92,0.92,"",8,1.5,17,0.4,1317896,0.8,2204138,1.8,-78447,-3.3,3,0.4,143,0.4
"41033","0","10","70","0","2019","A","",2636,28717,1108268295,618720754,12350689,742,38593,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,0.9,1048,3.8,80029507,7.8,45408888,7.9,758894,6.5,27,3.8,1430,3.8
"41033","1","10","71","0","2019","A","",20,258,16327480,0,0,1218,63346,"",1.28,0.47,0.54,0.00,0.00,1.15,1.15,"",0,0.0,-1,-0.4,-1051921,-6.1,0,0.0,0,0.0,-74,-5.7,-3842,-5.7
"41033","2","10","71","0","2019","A","",13,425,23214122,0,0,1050,54611,"",0.72,0.47,0.63,0.00,0.00,1.33,1.33,"",0,0.0,20,4.9,1604458,7.4,0,0.0,0,0.0,23,2.2,1188,2.2
"41033","3","10","71","0","2019","A","",57,2619,121883812,1874943,25560,895,46538,"",1.29,0.95,1.27,0.22,0.40,1.35,1.34,"",0,0.0,27,1.0,4634138,4.0,-25326,-1.3,-2053,-7.4,25,2.9,1307,2.9
"41033","5","10","71","0","2019","A","",2547,25415,946842881,616845811,12325129,716,37255,"",1.00,1.04,1.00,1.02,1.00,0.97,0.97,"",25,1.0,1002,4.1,74842832,8.6,45434214,8.0,760947,6.6,29,4.2,1536,4.3
"41035","0","10","70","0","2019","A","",2209,23261,933641239,471046747,9932020,772,40138,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",66,3.1,-16,-0.1,18529789,2.0,9242517,2.0,117615,1.2,16,2.1,823,2.1
"41035","1","10","71","0","2019","A","",34,827,53081723,0,0,1235,64205,"",2.61,1.86,2.09,0.00,0.00,1.12,1.12,"",-1,-2.9,-39,-4.5,-3215502,-5.7,0,0.0,0,0.0,-16,-1.3,-835,-1.3
"41035","2","10","71","0","2019","A","",23,483,29562372,0,0,1178,61259,"",1.52,0.66,0.95,0.00,0.00,1.44,1.44,"",1,4.5,24,5.2,2537641,9.4,0,0.0,0,0.0,45,4.0,2360,4.0
"41035","3","10","71","0","2019","A","",148,3467,155357224,25662842,404338,862,44806,"",4.01,1.55,1.93,4.01,7.86,1.25,1.24,"",-1,-0.7,102,3.0,7353870,5.0,1594869,6.6,6999,1.8,16,1.9,821,1.9
"41035","5","10","71","0","2019","A","",2004,18484,695639920,445383905,9527682,724,37634,"",0.93,0.93,0.87,0.96,0.97,0.94,0.94,"",67,3.5,-103,-0.6,11853780,1.7,7647648,1.7,110616,1.2,17,2.4,846,2.3
"41037","0","10","70","0","2019","A","",340,2616,105825096,48471145,976285,778,40457,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,3.7,67,2.6,3692076,3.6,3437956,7.6,134420,16.0,8,1.0,392,1.0
"41037","1","10","71","0","2019","A","",15,245,15325473,0,0,1202,62489,"",7.47,4.91,5.33,0.00,0.00,1.09,1.08,"",1,7.1,-7,-2.8,-1147269,-7.0,0,0.0,0,0.0,-56,-4.5,-2922,-4.5
"41037","2","10","71","0","2019","A","",8,177,11103302,0,0,1209,62849,"",3.44,2.15,3.14,0.00,0.00,1.47,1.46,"",0,0.0,3,1.7,704590,6.8,0,0.0,0,0.0,59,5.1,3058,5.1
"41037","3","10","71","0","2019","A","",22,707,31489888,11348743,192385,857,44540,"",3.87,2.81,3.45,17.25,38.04,1.23,1.23,"",1,4.8,28,4.1,1741660,5.9,897051,8.6,46181,31.6,14,1.7,728,1.7
"41037","5","10","71","0","2019","A","",296,1487,47906433,37122402,783900,620,32220,"",0.90,0.67,0.53,0.78,0.81,0.80,0.80,"",11,3.9,43,3.0,2393095,5.3,2540905,7.3,88239,12.7,14,2.3,710,2.3
"41039","0","10","70","0","2019","A","",12703,158077,7145261007,3562978559,69601104,869,45201,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",355,2.9,1303,0.8,281127352,4.1,147102495,4.3,2579479,3.8,27,3.2,1417,3.2
"41039","1","10","71","0","2019","A","",63,1866,127878838,0,0,1318,68531,"",0.84,0.62,0.66,0.00,0.00,1.07,1.06,"",2,3.3,64,3.6,1069429,0.8,0,0.0,0,0.0,-35,-2.6,-1847,-2.6
